id,S,V,O,sentence
2134,the company,said,it,"When Adecco was formed , the company said it was the market leader in six of 11 countries that make up 90 percent of the temporary employment market , including France --Europe 's biggest temporary employment market -- Spain , Germany , Switzerland , Britain and Australia ."
2230,it,was leader of countries,"Spain , Germany , Switzerland , Britain and Australia","When Adecco was formed , the company said it was the market leader in six of 11 countries that make up 90 percent of the temporary employment market , including France --Europe 's biggest temporary employment market -- Spain , Germany , Switzerland , Britain and Australia ."
1616,Adecco,said,it,"When Adecco was formed , the company said it was the market leader in six of 11 countries that make up 90 percent of the temporary employment market , including France --Europe 's biggest temporary employment market -- Spain , Germany , Switzerland , Britain and Australia ."
376,"Pat Day , the winning jockey",agreed that,Royal Indy,"Pat Day , the winning jockey , agreed that Royal Indy had been `` a little hot and nervous '' before the race , but added : `` She always seems to be like that , so I was n't that concerned ."
1853,Pat Day,agreed had hot before,the race,"Pat Day , the winning jockey , agreed that Royal Indy had been `` a little hot and nervous '' before the race , but added : `` She always seems to be like that , so I was n't that concerned ."
1019,Royal Indy,had been hot,a little,"Pat Day , the winning jockey , agreed that Royal Indy had been `` a little hot and nervous '' before the race , but added : `` She always seems to be like that , so I was n't that concerned ."
1282,a little hot and nervous ' ' before the race,but added,She,"Pat Day , the winning jockey , agreed that Royal Indy had been `` a little hot and nervous '' before the race , but added : `` She always seems to be like that , so I was n't that concerned ."
1681,Voyles LP,owned,3.7 million,"3Com 's success at integrating U.S. Robotics and the introduction of a large number of new networking products will boost 3Com 's sales and profit margins , said Paul Meeks , director of research at Jurika &AMP ; Voyles LP , which owned 3.7 million 3Com shares at the end of June ."
423,Voyles LP,which owned,3.7 million,"3Com 's success at integrating U.S. Robotics and the introduction of a large number of new networking products will boost 3Com 's sales and profit margins , said Paul Meeks , director of research at Jurika &AMP ; Voyles LP , which owned 3.7 million 3Com shares at the end of June ."
258,the introduction of a large number of new networking products,said,Paul Meeks,"3Com 's success at integrating U.S. Robotics and the introduction of a large number of new networking products will boost 3Com 's sales and profit margins , said Paul Meeks , director of research at Jurika &AMP ; Voyles LP , which owned 3.7 million 3Com shares at the end of June ."
537,3Com 's success,will boost,3Com 's sales and profit margins,"3Com 's success at integrating U.S. Robotics and the introduction of a large number of new networking products will boost 3Com 's sales and profit margins , said Paul Meeks , director of research at Jurika &AMP ; Voyles LP , which owned 3.7 million 3Com shares at the end of June ."
871,Voyles LP,owned 3.7 million 3Com,shares,"3Com 's success at integrating U.S. Robotics and the introduction of a large number of new networking products will boost 3Com 's sales and profit margins , said Paul Meeks , director of research at Jurika &AMP ; Voyles LP , which owned 3.7 million 3Com shares at the end of June ."
2003,the introduction of a large number of new networking products,will boost,3Com 's sales and profit margins,"3Com 's success at integrating U.S. Robotics and the introduction of a large number of new networking products will boost 3Com 's sales and profit margins , said Paul Meeks , director of research at Jurika &AMP ; Voyles LP , which owned 3.7 million 3Com shares at the end of June ."
606,The Rangers and Giants,represent,opposite viewpoints,The Rangers and Giants represent opposite viewpoints .
288,it,'s adding,25 million shares,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter ."
1425,Dell Computer,said,it,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter ."
1146,25 million shares,to stock repurchase,program,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter ."
1582,Dell Computer,'s adding,25 million shares,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter ."
772,Dell Computer,said 's adding,25 million shares,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter ."
1060,its stock,repurchase,program,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter ."
1287,it,'s adding 25 million shares to,its stock,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter ."
364,25 million shares,repurchase,program,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter ."
885,The last prisoner,was released in,1988,The last prisoner was released in 1988 .
444,Pageant officials,do not release winner 's name of the preliminary interview contest until within,hours of Saturday night 's final competition,Pageant officials do not release the winner 's name of the preliminary interview contest until within hours of Saturday night 's final competition .
358,Pageant officials,do not release the winner 's name of,the preliminary interview contest,Pageant officials do not release the winner 's name of the preliminary interview contest until within hours of Saturday night 's final competition .
1631,Pageant officials,do not release within,hours of Saturday night 's final competition,Pageant officials do not release the winner 's name of the preliminary interview contest until within hours of Saturday night 's final competition .
737,Pageant officials,do not release,the winner 's name of the preliminary interview contest,Pageant officials do not release the winner 's name of the preliminary interview contest until within hours of Saturday night 's final competition .
719,Boruchin,adds,trouble,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .
2032,trouble,telling,people,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .
1957,The zealots,have been campaigning against,cigarettes,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .
552,three cigars,is dangerous to,their health,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .
936,The zealots,trouble dangerous to,their health,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .
1536,a week,is dangerous to,their health,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .
2277,cigarettes,have,trouble,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .
1721,The zealots,(R-nsubj),trouble,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .
1233,children,suffering from disorders,young mothers,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
1459,homes,suffering from,young mothers,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
2102,city officials,scrambled to recruit,they,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
1224,they,found,themselves,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
2346,children,suffering from,young mothers,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
1200,children,suffering from,psychological disorders,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
680,themselves,struggling to find,homes,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
1841,homes,suffering from,psychological disorders,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
638,city officials,scrambled to recruit,new foster parents,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
2245,new foster parents,found,themselves,"And as city officials scrambled to recruit new foster parents , they found themselves struggling to find homes for teen-agers , children suffering from psychological disorders , young mothers with babies and large groups of siblings ."
823,a Hat,saw with,their inner eyes,Maybe this is what the autistic twins in Oliver Sacks ' `` The Man Who Mistook His Wife for a Hat '' saw with their inner eyes .
707,Gracious Home,was,the first store,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint ."
802,Their pieces,said,Michael Rizzuto,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint ."
1057,a senior buyer,which was,the first store,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint ."
51,Their pieces,sell in,Michael Rizzuto,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint ."
535,Their pieces,sell well in,the $ 20 range,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint ."
1426,Michael Rizzuto,which was,the first store,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint ."
529,Gracious Home,was the first store to feature,the North River Mint,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint ."
2186,a group of protesters,showed,two American flags,But a group of protesters showed up and burned two American flags .
1226,a group of protesters,showed up and burned,two American flags,But a group of protesters showed up and burned two American flags .
860,a group of protesters,burned,two American flags,But a group of protesters showed up and burned two American flags .
2437,figures,released,Wednesday,"Open positions of short sales on the Nasdaq stock market rose 1 percent in the most recent month , according to figures released Wednesday ."
1273,the Nasdaq stock market,rose 1 percent in,the most recent month,"Open positions of short sales on the Nasdaq stock market rose 1 percent in the most recent month , according to figures released Wednesday ."
1218,Open positions of short sales,rose,1 percent,"Open positions of short sales on the Nasdaq stock market rose 1 percent in the most recent month , according to figures released Wednesday ."
416,Martinez and McLemore,have had,injury problems,"The Mariners ' oldest players -- Edgar Martinez , Jamie Moyer , John Olerud and Mark McLemore -- have been among the most productive , though Martinez and McLemore have had injury problems ."
1052,Mark McLemore,have been among,the most productive,"The Mariners ' oldest players -- Edgar Martinez , Jamie Moyer , John Olerud and Mark McLemore -- have been among the most productive , though Martinez and McLemore have had injury problems ."
1748,The Mariners ' oldest players,have been among,the most productive,"The Mariners ' oldest players -- Edgar Martinez , Jamie Moyer , John Olerud and Mark McLemore -- have been among the most productive , though Martinez and McLemore have had injury problems ."
1213,The average yield,(R-nsubj),this year,"The average yield on junk bonds is a little more than 9 percent so far this year , according to Merrill Lynch &AMP ; Co."
2070,junk bonds,is a little more than,9 percent,"The average yield on junk bonds is a little more than 9 percent so far this year , according to Merrill Lynch &AMP ; Co."
1684,facial expressions,are innate,he,"More than 30 years ago , when Ekman first set out to determine whether facial expressions are innate or learned , he was derided by esteemed social scientists , including the famous anthropologist Margaret Mead ."
751,Ekman,first set out to determine whether,facial expressions,"More than 30 years ago , when Ekman first set out to determine whether facial expressions are innate or learned , he was derided by esteemed social scientists , including the famous anthropologist Margaret Mead ."
1637,he,was derided by,esteemed social scientists,"More than 30 years ago , when Ekman first set out to determine whether facial expressions are innate or learned , he was derided by esteemed social scientists , including the famous anthropologist Margaret Mead ."
357,Ekman,set out was derided by,esteemed social scientists,"More than 30 years ago , when Ekman first set out to determine whether facial expressions are innate or learned , he was derided by esteemed social scientists , including the famous anthropologist Margaret Mead ."
960,he,was derided by social scientists including,the famous anthropologist Margaret Mead,"More than 30 years ago , when Ekman first set out to determine whether facial expressions are innate or learned , he was derided by esteemed social scientists , including the famous anthropologist Margaret Mead ."
1701,facial expressions,are innate or learned,he,"More than 30 years ago , when Ekman first set out to determine whether facial expressions are innate or learned , he was derided by esteemed social scientists , including the famous anthropologist Margaret Mead ."
2025,American involvement,in Middle East is clearly,the main impulse of the hatred,American involvement in the Middle East is clearly the main impulse of the hatred that has been directed at America .
97,the main impulse of the hatred,that has been directed at,America,American involvement in the Middle East is clearly the main impulse of the hatred that has been directed at America .
2349,the Middle East,is clearly the main impulse of,the hatred,American involvement in the Middle East is clearly the main impulse of the hatred that has been directed at America .
880,terrorism,abroad conveyed,"a similar fatalistic , slightly cranky mood","The troubled answers about the campaign against terrorism at home and abroad conveyed a similar fatalistic , slightly cranky mood ."
188,the researchers,say apply to,men,"The findings , which the researchers say probably apply to men too , appear in the current issue of The Journal of the National Cancer Institute ."
1239,The findings,appear in,the current issue of The Journal of the National Cancer Institute,"The findings , which the researchers say probably apply to men too , appear in the current issue of The Journal of the National Cancer Institute ."
469,men,appear in,the current issue of The Journal of the National Cancer Institute,"The findings , which the researchers say probably apply to men too , appear in the current issue of The Journal of the National Cancer Institute ."
1511,the researchers,say probably apply to,men,"The findings , which the researchers say probably apply to men too , appear in the current issue of The Journal of the National Cancer Institute ."
2467,That,is n't awful in,itself,"That , in itself , is n't awful ."
1647,its nonprofit status,is source increases,its competition,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
1717,the company,is aware,a source of concern,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
2118,its nonprofit status,is particularly to,outsiders,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
2229,Nancy Cole,the president of ETS says that,the company,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
933,its nonprofit status,is a of concern particularly to,outsiders,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
1337,its nonprofit status,is a source of,concern,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
1243,the company,is aware that nonprofit status is a,source of concern,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
198,the company,is aware that,its nonprofit status,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
988,its nonprofit status,is,a source of concern,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
2096,its nonprofit status,is a,source of concern,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
1329,its nonprofit status,is,outsiders,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
2238,the testing service,increases competition with,for-profit businesses,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
1950,the testing service,increases its competition with,for-profit businesses,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
1883,the president of ETS,says that,the company,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
1404,the company,is,source of concern,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
923,its nonprofit status,is,source of concern,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses ."
2324,the U.K. government,sold as,part of its rail privatization program,"Led by Guy Hands , managing director for Nomura International 's Principal Finance Group , the unit has completed more than $ 11 billion in securitizations since 1995 , including the 944 million pound securitization of Angel Trains , which the U.K. government sold as part of its rail privatization program ; the 904 million pound securitization of Annington Homes , a group of 57,000 British military houses ; and the 249 million pound securitization of the Phoenix Inns pub chain Nomura also bought from GrandMet and Fosters ."
381,the U.K. government,sold as part,the 904 million pound securitization of Annington Homes,"Led by Guy Hands , managing director for Nomura International 's Principal Finance Group , the unit has completed more than $ 11 billion in securitizations since 1995 , including the 944 million pound securitization of Angel Trains , which the U.K. government sold as part of its rail privatization program ; the 904 million pound securitization of Annington Homes , a group of 57,000 British military houses ; and the 249 million pound securitization of the Phoenix Inns pub chain Nomura also bought from GrandMet and Fosters ."
2143,the unit,has completed,more than $ 11 billion,"Led by Guy Hands , managing director for Nomura International 's Principal Finance Group , the unit has completed more than $ 11 billion in securitizations since 1995 , including the 944 million pound securitization of Angel Trains , which the U.K. government sold as part of its rail privatization program ; the 904 million pound securitization of Annington Homes , a group of 57,000 British military houses ; and the 249 million pound securitization of the Phoenix Inns pub chain Nomura also bought from GrandMet and Fosters ."
2104,the unit,has completed more than,$ 11 billion,"Led by Guy Hands , managing director for Nomura International 's Principal Finance Group , the unit has completed more than $ 11 billion in securitizations since 1995 , including the 944 million pound securitization of Angel Trains , which the U.K. government sold as part of its rail privatization program ; the 904 million pound securitization of Annington Homes , a group of 57,000 British military houses ; and the 249 million pound securitization of the Phoenix Inns pub chain Nomura also bought from GrandMet and Fosters ."
1304,He,said keeping off,her,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
2221,He,said,part of his effort,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
796,the emergence of new political leaders,though leaders accuse,him of manipulation,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
53,her,off ballot was,part of his effort,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
2291,the ballot,was part of,his effort,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
437,part of his effort,accuse,him of manipulation,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
360,the emergence of new political leaders,accuse,him of manipulation,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
2286,her,was,part of his effort,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
1084,He,said keeping,her,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
1971,part of his effort,to promote,opposition leaders,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
1791,opposition leaders,accuse,him of manipulation,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
1035,He,was,part of his effort,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
483,him of manipulation,to protect,his hold,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
1202,him of manipulation,to protect hold on,power,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power ."
2397,the NFL,proved,themselves,"Joining the NFL in 1950 , the Browns proved themselves once more ."
116,the NFL,in 1950 Browns proved,themselves,"Joining the NFL in 1950 , the Browns proved themselves once more ."
1798,One of the most disturbing factors,is has never,any formal apology,One of the most disturbing factors for Rohrabacher is that there has never been any formal apology from any of the Japanese companies .
1062,that,pose,the biggest challenges,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges ."
1991,It,is,the cultural issues,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges ."
1394,the cultural issues,pose,the biggest challenges,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges ."
900,Story,Filed By Newspapers,It,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges ."
2389,Story Filed,is cultural issues by,Cox Newspapers,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges ."
1172,the cultural issues,probably pose,the biggest challenges,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges ."
83,Story Filed,is,the cultural issues,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges ."
1858,16.3 percent,were virtually unchanged from,2000,"Poverty rates for children , 16.3 percent , and the elderly , 10.1 percent , were virtually unchanged from 2000 ."
1028,Poverty rates,were unchanged from,2000,"Poverty rates for children , 16.3 percent , and the elderly , 10.1 percent , were virtually unchanged from 2000 ."
1913,Latina actresses,says,Bel Hernandez,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat ."
1655,Latina actresses,in general says,Bel Hernandez,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat ."
730,Any notoriety,will promote,Latina actresses,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat ."
192,Any notoriety,for Latina actress will promote,Latina actresses,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat ."
953,Latina actresses,says,former actress and publisher of a Hollywood trade publication,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat ."
1893,a Latina actress,will promote,Latina actresses,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat ."
1756,they,do n't feel the acute pain of,someone,"After a while , they do n't feel the acute pain of someone who has been dumped ."
2150,they,do n't feel,the acute pain of someone,"After a while , they do n't feel the acute pain of someone who has been dumped ."
2425,Such remarks,may change,its strong-dollar policy,Such remarks prompt speculation the U.S. may change its strong-dollar policy .
133,the U.S.,may change,its strong-dollar policy,Such remarks prompt speculation the U.S. may change its strong-dollar policy .
1998,Such remarks,prompt speculation,the U.S.,Such remarks prompt speculation the U.S. may change its strong-dollar policy .
420,Hose,contracted,inhalation anthrax,"Hose contracted inhalation anthrax while handling mail for the State Department in Sterling , Va ."
438,inhalation anthrax,while handling,mail,"Hose contracted inhalation anthrax while handling mail for the State Department in Sterling , Va ."
388,Hose,contracted inhalation,anthrax,"Hose contracted inhalation anthrax while handling mail for the State Department in Sterling , Va ."
830,Police departments,launch to combat,road rage,Police departments launch massive enforcement plans to combat road rage .
1113,Police departments launch massive enforcement plans,to combat,road rage,Police departments launch massive enforcement plans to combat road rage .
78,massive enforcement plans,to combat,road rage,Police departments launch massive enforcement plans to combat road rage .
236,The company,exported million barrels,a day of crude oil,"The company exported 2.13 million barrels a day of crude oil , and 966,000 barrels a day of refined products ."
741,The company,exported,a day of crude oil,"The company exported 2.13 million barrels a day of crude oil , and 966,000 barrels a day of refined products ."
1892,The company,exported barrels,a day,"The company exported 2.13 million barrels a day of crude oil , and 966,000 barrels a day of refined products ."
1804,The company,exported barrels,a day of crude oil,"The company exported 2.13 million barrels a day of crude oil , and 966,000 barrels a day of refined products ."
1901,The company,exported 2.13 million barrels a day of,crude oil,"The company exported 2.13 million barrels a day of crude oil , and 966,000 barrels a day of refined products ."
640,Cleveland,speaks on,money,"Cleveland : Federal Reserve Bank of Cleveland President Jerry Jordan speaks on money and monetary policy to the Cleveland Business Economists Club , noon ."
1399,Federal Reserve Bank of Cleveland President Jerry Jordan,speaks on,monetary policy,"Cleveland : Federal Reserve Bank of Cleveland President Jerry Jordan speaks on money and monetary policy to the Cleveland Business Economists Club , noon ."
1829,Cleveland,speaks on,monetary policy,"Cleveland : Federal Reserve Bank of Cleveland President Jerry Jordan speaks on money and monetary policy to the Cleveland Business Economists Club , noon ."
2295,Federal Reserve Bank of Cleveland President Jerry Jordan,speaks on,money,"Cleveland : Federal Reserve Bank of Cleveland President Jerry Jordan speaks on money and monetary policy to the Cleveland Business Economists Club , noon ."
2381,The event,fizzled after,the bombing,The event fizzled after the bombing that rocked the games .
338,the bombing,rocked,the games,The event fizzled after the bombing that rocked the games .
2314,The event,fizzled after,the bombing that,The event fizzled after the bombing that rocked the games .
1003,lingering concern,leading to,some `` transportation problems and mud-slides,"Still there is lingering concern that further earthquakes could follow , leading to some `` transportation problems and mud-slides in Colombia , '' according to Tim Fallar , president of The Fallar Co. in West Harrison , New York ."
1695,the same radiant hope,Did not accompany,the transition,Did not the same radiant hope accompany the transition from the 19th to the 20th century ?
328,the same radiant hope,accompany the transition from,the 19th,Did not the same radiant hope accompany the transition from the 19th to the 20th century ?
341,the same radiant hope,Did not accompany from,the 19th,Did not the same radiant hope accompany the transition from the 19th to the 20th century ?
1258,Boerne,paid,$ 525,An online bidder in Boerne paid $ 525 for a 20-inch Sony television set that retails at less than $ 350 new .
1879,$ 525,retails at,less than $ 350 new,An online bidder in Boerne paid $ 525 for a 20-inch Sony television set that retails at less than $ 350 new .
513,An online bidder,paid,$ 525,An online bidder in Boerne paid $ 525 for a 20-inch Sony television set that retails at less than $ 350 new .
723,His memory,was operations better about,White House management of the DNC,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations ."
224,His memory,was about,White House management of the DNC,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations ."
2387,His memory,was,its fund-raising operations,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations ."
1615,His memory,was better about,White House management of the DNC,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations ."
2066,His memory,was,a good deal,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations ."
61,His memory,was a good deal better about,White House management of the DNC,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations ."
788,His memory,was operations better,a good deal,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations ."
2224,"The company , Hydra Biosciences",is based on,a founder of the company,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish ."
294,"The company , Hydra Biosciences",is based on,a biologist,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish ."
1968,The company,is based on,the work of Dr. Mark T. Keating,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish ."
274,The company,is largely based on,the work of Dr. Mark T. Keating,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish ."
127,the work of Dr. Mark T. Keating,studies,regeneration,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish ."
1613,"The company , Hydra Biosciences",is largely based on,the work of Dr. Mark T. Keating,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish ."
306,"The company , Hydra Biosciences",is based on,the work of Dr. Mark T. Keating,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish ."
1677,it,will not pull gains,a peace treaty,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria ."
385,it,will not pull of,southern Lebanon,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria ."
31,it,gains peace treaty with,Lebanon and Syria,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria ."
1343,it,gains a peace treaty with,Lebanon and Syria,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria ."
